state,year,quarter,transaction_type,transaction_count,transaction_amount
jharkhand,2021,1,Recharge & bill payments,7826608,2888409672.132301
jharkhand,2021,1,Financial Services,50526,54836609.32711602
jharkhand,2021,1,Others,104333,62290337.70487929
jharkhand,2021,4,Merchant payments,45007900,30397134744.16734
jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.99458
jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.583611
jharkhand,2021,4,Financial Services,72802,82938673.40787342
jharkhand,2021,4,Others,278084,154856720.55251962
jharkhand,2023,2,Merchant payments,156552949,85510419374.0
jharkhand,2023,2,Peer-to-peer payments,107475200,324260678898.0
jharkhand,2023,2,Recharge & bill payments,24866991,12206164188.0
jharkhand,2023,2,Financial Services,101922,101245470.0
jharkhand,2023,2,Others,236831,136219578.0
jharkhand,2023,3,Merchant payments,176986470,87850272164.0
jharkhand,2023,3,Peer-to-peer payments,116215262,317385101261.0
jharkhand,2023,3,Recharge & bill payments,24694215,12857936385.0
jharkhand,2023,3,Financial Services,126439,166648089.0
jharkhand,2023,3,Others,215040,124466121.0
jharkhand,2023,1,Merchant payments,126431470,72343574616.0
jharkhand,2023,1,Peer-to-peer payments,91879570,283548545074.0
jharkhand,2023,1,Recharge & bill payments,21800176,11236559383.0
jharkhand,2023,1,Financial Services,99366,97678666.0
jharkhand,2023,1,Others,247521,144978282.0
jharkhand,2023,4,Merchant payments,210139266,107902251886.0
jharkhand,2023,4,Peer-to-peer payments,138921302,375782050730.0
jharkhand,2023,4,Recharge & bill payments,25084140,14700179395.0
jharkhand,2023,4,Financial Services,157092,207103239.0
jharkhand,2023,4,Others,236562,128519675.0
jharkhand,2024,2,Merchant payments,292972037,143912881957.0
jharkhand,2024,2,Peer-to-peer payments,175846356,458805291316.0
jharkhand,2024,2,Recharge & bill payments,30493851,16999992739.0
jharkhand,2024,2,Financial Services,173960,269689641.0
jharkhand,2024,2,Others,199667,128066838.0
jharkhand,2024,3,Merchant payments,308078784,144012840378.0
jharkhand,2024,3,Peer-to-peer payments,185983240,447316673287.0
jharkhand,2024,3,Recharge & bill payments,28125714,18109397263.0
jharkhand,2024,3,Financial Services,227984,354292146.0
jharkhand,2024,3,Others,160161,116337518.0
jharkhand,2024,1,Merchant payments,240943119,122973605850.0
jharkhand,2024,1,Peer-to-peer payments,157370906,420040441815.0
jharkhand,2024,1,Recharge & bill payments,28096898,16341675108.0
jharkhand,2024,1,Financial Services,146719,249733168.0
jharkhand,2024,1,Others,201453,114781132.0
jharkhand,2024,4,Merchant payments,346886286,168140534443.0
jharkhand,2024,4,Peer-to-peer payments,211165735,516149821202.0
jharkhand,2024,4,Recharge & bill payments,28025030,19206954971.0
jharkhand,2024,4,Financial Services,670523,377570884.0
jharkhand,2024,4,Others,157112,135619534.0
odisha,2022,2,Merchant payments,148544714,90369380298.62819
odisha,2022,2,Peer-to-peer payments,134717859,405793657448.2689
odisha,2022,2,Recharge & bill payments,29843263,13602640170.909237
odisha,2022,2,Financial Services,88649,95050158.46585183
odisha,2022,2,Others,257113,174284263.75509703
odisha,2022,3,Merchant payments,188143417,102889591517.77438
odisha,2022,3,Peer-to-peer payments,161912635,444439407187.0311
odisha,2022,3,Recharge & bill payments,36270166,16916650473.363901
odisha,2022,3,Financial Services,113961,114005498.98461477
odisha,2022,3,Others,247147,185902663.39600113
odisha,2022,1,Peer-to-peer payments,118999900,364447461107.48627
odisha,2022,1,Merchant payments,118108271,74302051597.7621
odisha,2022,1,Recharge & bill payments,26083549,12133153536.781809
odisha,2022,1,Financial Services,102802,118946014.37332995
odisha,2022,1,Others,338977,225699523.4203592
odisha,2022,4,Merchant payments,222167575,121470843740.33278
odisha,2022,4,Peer-to-peer payments,186438654,512124643103.06616
odisha,2022,4,Recharge & bill payments,36735289,18266150373.351486
odisha,2022,4,Financial Services,132033,149681749.30767313
odisha,2022,4,Others,241192,205745557.94232672
odisha,2020,2,Peer-to-peer payments,24520938,80990080777.89252
odisha,2020,2,Recharge & bill payments,17040333,4551061364.34481
odisha,2020,2,Merchant payments,8313965,6092753944.948116
odisha,2020,2,Financial Services,66787,50322080.338512495
odisha,2020,2,Others,86553,48818444.57258892
odisha,2020,3,Peer-to-peer payments,34182172,107064668710.39911
odisha,2020,3,Recharge & bill payments,17126851,5015719823.514479
odisha,2020,3,Merchant payments,14519265,10242496366.436386
odisha,2020,3,Financial Services,90736,84971747.75755268
odisha,2020,3,Others,114805,56087156.18513397
odisha,2020,1,Peer-to-peer payments,27110930,82863844732.4941
odisha,2020,1,Merchant payments,13269709,5738217250.062569
odisha,2020,1,Recharge & bill payments,13083524,3253609732.8992968
odisha,2020,1,Financial Services,84037,27641460.905009564
odisha,2020,1,Others,134107,73485022.97217913
odisha,2020,4,Peer-to-peer payments,47588728,153208735347.1269
odisha,2020,4,Merchant payments,27124765,19347472702.804092
odisha,2020,4,Recharge & bill payments,17318073,5532179002.002789
odisha,2020,4,Financial Services,106189,104419909.66526456
odisha,2020,4,Others,187195,109856053.01820508
odisha,2021,2,Peer-to-peer payments,66929109,208405882369.0544
odisha,2021,2,Merchant payments,39402607,29208847674.89984
odisha,2021,2,Recharge & bill payments,25183699,8024323050.14009
odisha,2021,2,Financial Services,102474,102761986.97553992
odisha,2021,2,Others,206448,122302396.20450994
odisha,2021,3,Peer-to-peer payments,85728576,251150860524.22568
odisha,2021,3,Merchant payments,64268830,43316348173.18004
odisha,2021,3,Recharge & bill payments,26943670,9025674783.404198
odisha,2021,3,Financial Services,97213,112383446.87807697
odisha,2021,3,Others,324385,175452005.353413
odisha,2021,1,Peer-to-peer payments,54417515,181450436291.91052
odisha,2021,1,Merchant payments,38180718,25201936762.205833
odisha,2021,1,Recharge & bill payments,18633830,6552605937.545543
odisha,2021,1,Financial Services,87263,95064023.94844367
odisha,2021,1,Others,141032,97693172.7305285
odisha,2021,4,Peer-to-peer payments,107560893,310704112799.8908
odisha,2021,4,Merchant payments,99512650,63383870318.30179
odisha,2021,4,Recharge & bill payments,26302130,10728834440.697895
odisha,2021,4,Financial Services,133004,147526652.49426866
odisha,2021,4,Others,416689,286705478.5345538
odisha,2023,2,Merchant payments,282885225,147421475866.0
odisha,2023,2,Peer-to-peer payments,217285461,625263844732.0
odisha,2023,2,Recharge & bill payments,44095331,26269101096.0
odisha,2023,2,Financial Services,145204,188423267.0
odisha,2023,2,Others,186608,189209143.0
odisha,2023,3,Merchant payments,337194096,160182679944.0
odisha,2023,3,Peer-to-peer payments,239288791,651619933183.0
odisha,2023,3,Recharge & bill payments,45575270,28052828938.0
odisha,2023,3,Financial Services,174288,272020312.0
odisha,2023,3,Others,165158,170875747.0
odisha,2023,1,Merchant payments,243616581,133278562001.0
odisha,2023,1,Peer-to-peer payments,198553747,595933691341.0
odisha,2023,1,Recharge & bill payments,40372356,24411906758.0
odisha,2023,1,Financial Services,127296,134484035.0
odisha,2023,1,Others,226108,210333528.0
odisha,2023,4,Merchant payments,401974050,192706056039.0
odisha,2023,4,Peer-to-peer payments,282995042,753723955251.0
odisha,2023,4,Recharge & bill payments,46794630,31909484745.0
odisha,2023,4,Financial Services,219343,295192794.0
odisha,2023,4,Others,154411,157176808.0
odisha,2024,2,Merchant payments,543560945,246063468363.0
odisha,2024,2,Peer-to-peer payments,342157122,881670858128.0
odisha,2024,2,Recharge & bill payments,57872828,36472333691.0
odisha,2024,2,Financial Services,259583,475998990.0
odisha,2024,2,Others,177257,156624829.0
odisha,2024,3,Merchant payments,594398252,254047831665.0
odisha,2024,3,Peer-to-peer payments,372445745,884610057048.0
odisha,2024,3,Recharge & bill payments,56600977,37869373438.0
odisha,2024,3,Financial Services,306057,542793477.0
odisha,2024,3,Others,189318,163889006.0
odisha,2024,1,Merchant payments,480958823,229723048656.0
odisha,2024,1,Peer-to-peer payments,327868990,890454993995.0
odisha,2024,1,Recharge & bill payments,54984697,35740864005.0
odisha,2024,1,Financial Services,206264,317440749.0
odisha,2024,1,Others,159678,152375131.0
odisha,2024,4,Merchant payments,666763461,286924145371.0
odisha,2024,4,Peer-to-peer payments,418408615,978893406606.0
odisha,2024,4,Recharge & bill payments,56768341,38925218377.0
odisha,2024,4,Financial Services,971394,536760198.0
odisha,2024,4,Others,185757,178062687.0
punjab,2022,2,Merchant payments,35941880,28585688543.687046
punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
punjab,2022,2,Financial Services,50483,57234782.46271807
punjab,2022,2,Others,167081,111934787.80332904
punjab,2022,3,Merchant payments,43089589,32370885165.312702
punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
punjab,2022,3,Financial Services,57979,68249938.53956848
punjab,2022,3,Others,149921,107280498.83777893
punjab,2022,1,Merchant payments,25979197,23217511696.823074
punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
punjab,2022,1,Financial Services,57561,83933665.00820544
punjab,2022,1,Others,178159,125418506.96271203
punjab,2022,4,Merchant payments,48358802,38162493193.40967
punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
punjab,2022,4,Financial Services,62809,72160390.22791913
punjab,2022,4,Others,141255,111559653.62333827
punjab,2020,2,Recharge & bill payments,6064807,3089758241.1281967
punjab,2020,2,Peer-to-peer payments,5639212,25074384847.498463
punjab,2020,2,Merchant payments,2290868,2058898904.3613408
punjab,2020,2,Financial Services,23314,23704957.876037344
punjab,2020,2,Others,63093,37907301.34960769
punjab,2020,3,Peer-to-peer payments,7354451,32477438924.476498
punjab,2020,3,Recharge & bill payments,5478668,4066750820.6407743
punjab,2020,3,Merchant payments,4261548,3490665357.291087
punjab,2020,3,Financial Services,32390,42060249.32847581
punjab,2020,3,Others,82516,46176796.076553434
punjab,2020,1,Peer-to-peer payments,6339183,26350005915.230072
punjab,2020,1,Recharge & bill payments,4935115,2767419472.6505165
punjab,2020,1,Merchant payments,3838480,2196329615.3949203
punjab,2020,1,Financial Services,17924,10987850.955996178
punjab,2020,1,Others,87082,49442411.668161854
punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
punjab,2020,4,Merchant payments,7144295,6142380827.109474
punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
punjab,2020,4,Financial Services,38820,51677182.316327386
punjab,2020,4,Others,133204,92887343.34418696
punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
punjab,2021,2,Merchant payments,11225598,9710508482.436422
punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
punjab,2021,2,Financial Services,46218,53309051.06501615
punjab,2021,2,Others,127460,113998049.29147904
punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
punjab,2021,3,Merchant payments,16837685,14103740968.543571
punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
punjab,2021,3,Financial Services,43789,63576666.590925634
punjab,2021,3,Others,161494,135069073.84402025
punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
punjab,2021,1,Merchant payments,9333364,7651004598.907397
punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
punjab,2021,1,Financial Services,43094,52009482.41407214
punjab,2021,1,Others,110366,98366463.19387978
punjab,2021,4,Merchant payments,22669743,20753662875.546524
punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
punjab,2021,4,Financial Services,58581,86356456.60324252
punjab,2021,4,Others,201576,151230100.5948589
punjab,2023,2,Merchant payments,64565961,41553118124.0
punjab,2023,2,Peer-to-peer payments,39301140,140243650141.0
punjab,2023,2,Recharge & bill payments,13207924,12183745216.0
punjab,2023,2,Financial Services,76961,95312222.0
punjab,2023,2,Others,138303,105749751.0
punjab,2023,3,Merchant payments,74881815,46565196649.0
punjab,2023,3,Peer-to-peer payments,43379354,145286422875.0
punjab,2023,3,Recharge & bill payments,13684178,13149660821.0
punjab,2023,3,Financial Services,92473,129392229.0
punjab,2023,3,Others,123361,94910163.0
punjab,2023,1,Merchant payments,50683710,37462999833.0
punjab,2023,1,Peer-to-peer payments,33701280,126365345151.0
punjab,2023,1,Recharge & bill payments,12305439,11478972029.0
punjab,2023,1,Financial Services,70521,79209681.0
punjab,2023,1,Others,149871,122150166.0
punjab,2023,4,Merchant payments,81248644,54620603519.0
punjab,2023,4,Peer-to-peer payments,47365190,161825075689.0
punjab,2023,4,Recharge & bill payments,13392115,14445536415.0
punjab,2023,4,Financial Services,102014,156978606.0
punjab,2023,4,Others,121032,91267936.0
punjab,2024,2,Merchant payments,104440898,62100642546.0
punjab,2024,2,Peer-to-peer payments,53315081,167465027818.0
punjab,2024,2,Recharge & bill payments,13930343,14507273633.0
punjab,2024,2,Financial Services,118746,207422928.0
punjab,2024,2,Others,141069,154670059.0
punjab,2024,3,Merchant payments,114061023,66317076283.0
punjab,2024,3,Peer-to-peer payments,58974111,173913771523.0
punjab,2024,3,Recharge & bill payments,14254453,15458601083.0
punjab,2024,3,Financial Services,146791,259188448.0
punjab,2024,3,Others,118342,167519192.0
punjab,2024,1,Merchant payments,82004146,54424588041.0
punjab,2024,1,Peer-to-peer payments,46824100,154223751669.0
punjab,2024,1,Recharge & bill payments,13489430,14372835813.0
punjab,2024,1,Financial Services,99631,178070057.0
punjab,2024,1,Others,119872,104174742.0
punjab,2024,4,Merchant payments,120801535,76355607365.0
punjab,2024,4,Peer-to-peer payments,64087805,197067021486.0
punjab,2024,4,Recharge & bill payments,14140889,15295409347.0
punjab,2024,4,Financial Services,367578,224863465.0
punjab,2024,4,Others,111413,182750369.0
mizoram,2022,2,Peer-to-peer payments,332102,1739114390.3016624
mizoram,2022,2,Recharge & bill payments,172281,70775723.34635986
mizoram,2022,2,Merchant payments,137279,191484723.76839563
mizoram,2022,2,Financial Services,656,801633.2114598342
mizoram,2022,2,Others,1659,1010096.4810587188
mizoram,2022,3,Peer-to-peer payments,349715,1665955694.9848173
mizoram,2022,3,Recharge & bill payments,156874,68463689.80469275
mizoram,2022,3,Merchant payments,150320,209934220.28326848
mizoram,2022,3,Financial Services,802,880187.5512756812
mizoram,2022,3,Others,1327,1031819.4438998674
mizoram,2022,1,Peer-to-peer payments,302740,1691281089.989316
mizoram,2022,1,Recharge & bill payments,190137,76541062.33691595
mizoram,2022,1,Merchant payments,109669,174157725.41469872
mizoram,2022,1,Financial Services,731,1657575.282816791
mizoram,2022,1,Others,1640,1521510.587498479
mizoram,2022,4,Peer-to-peer payments,378295,1750113148.3068104
mizoram,2022,4,Merchant payments,164389,222455759.17733783
mizoram,2022,4,Recharge & bill payments,148573,63477925.042983845
mizoram,2022,4,Financial Services,932,949850.198945797
mizoram,2022,4,Others,1585,914402.5369417528
mizoram,2020,2,Recharge & bill payments,127592,37504550.77732091
mizoram,2020,2,Peer-to-peer payments,60021,404110075.0863959
mizoram,2020,2,Merchant payments,10056,14627463.664270937
mizoram,2020,2,Financial Services,244,434960.2799078573
mizoram,2020,2,Others,549,516383.63442262856
mizoram,2020,3,Recharge & bill payments,132664,40941077.032856956
mizoram,2020,3,Peer-to-peer payments,99644,634560147.3506901
mizoram,2020,3,Merchant payments,20934,30693648.236451425
mizoram,2020,3,Financial Services,535,824864.513127287
mizoram,2020,3,Others,926,924438.3714747172
mizoram,2020,1,Recharge & bill payments,85067,24356294.58523286
mizoram,2020,1,Peer-to-peer payments,57916,356260523.23262954
mizoram,2020,1,Merchant payments,9961,10404414.592504771
mizoram,2020,1,Financial Services,119,283854.3188381147
mizoram,2020,1,Others,546,772492.6204317764
mizoram,2020,4,Peer-to-peer payments,141038,887252744.067668
mizoram,2020,4,Recharge & bill payments,140297,45386403.17281592
mizoram,2020,4,Merchant payments,39676,52094800.565094605
mizoram,2020,4,Financial Services,607,855201.5881157237
mizoram,2020,4,Others,989,932966.3002634952
mizoram,2021,2,Peer-to-peer payments,173064,995581952.903405
mizoram,2021,2,Recharge & bill payments,161763,56059844.239659324
mizoram,2021,2,Merchant payments,57877,69528721.40156102
mizoram,2021,2,Financial Services,611,710657.5065644829
mizoram,2021,2,Others,1025,993297.250902934
mizoram,2021,3,Peer-to-peer payments,224873,1290523196.259221
mizoram,2021,3,Recharge & bill payments,177281,67493206.62394348
mizoram,2021,3,Merchant payments,74553,113697005.89820999
mizoram,2021,3,Financial Services,522,806905.9729422838
mizoram,2021,3,Others,1300,1228335.4576346257
mizoram,2021,1,Peer-to-peer payments,156386,982955112.1892779
mizoram,2021,1,Recharge & bill payments,128055,45558278.22323953
mizoram,2021,1,Merchant payments,43511,70289687.94622748
mizoram,2021,1,Financial Services,648,1330632.9787811027
mizoram,2021,1,Others,975,971875.6084117102
mizoram,2021,4,Peer-to-peer payments,272209,1545255603.4119103
mizoram,2021,4,Recharge & bill payments,179405,67548806.84754582
mizoram,2021,4,Merchant payments,99265,154183940.72826496
mizoram,2021,4,Financial Services,695,2202285.707728365
mizoram,2021,4,Others,1755,1475104.827591939
mizoram,2023,2,Peer-to-peer payments,673375,2715818146.0
mizoram,2023,2,Merchant payments,291229,369968035.0
mizoram,2023,2,Recharge & bill payments,241862,102587776.0
mizoram,2023,2,Financial Services,1144,2164348.0
mizoram,2023,2,Others,1320,1268271.0
mizoram,2023,3,Peer-to-peer payments,725656,2616686121.0
mizoram,2023,3,Merchant payments,343955,383487446.0
mizoram,2023,3,Recharge & bill payments,237526,100886209.0
mizoram,2023,3,Financial Services,1523,3916230.0
mizoram,2023,3,Others,1753,1154229.0
mizoram,2023,1,Peer-to-peer payments,593994,2560331179.0
mizoram,2023,1,Recharge & bill payments,234313,98553348.0
mizoram,2023,1,Merchant payments,221560,293428579.0
mizoram,2023,1,Financial Services,1044,2065983.0
mizoram,2023,1,Others,1684,1243650.0
mizoram,2023,4,Peer-to-peer payments,809449,2937356157.0
mizoram,2023,4,Merchant payments,454911,486085794.0
mizoram,2023,4,Recharge & bill payments,233101,110530170.0
mizoram,2023,4,Financial Services,1693,6001935.0
mizoram,2023,4,Others,1574,866227.0
mizoram,2024,2,Peer-to-peer payments,952986,3009367498.0
mizoram,2024,2,Merchant payments,781094,672085704.0
mizoram,2024,2,Recharge & bill payments,236909,111528807.0
mizoram,2024,2,Financial Services,4940,4813762.0
mizoram,2024,2,Others,1150,681869.0
mizoram,2024,3,Peer-to-peer payments,1092211,3031557787.0
mizoram,2024,3,Merchant payments,992777,769225473.0
mizoram,2024,3,Recharge & bill payments,245546,116119620.0
mizoram,2024,3,Financial Services,28263,6165535.0
mizoram,2024,3,Others,1409,819816.0
mizoram,2024,1,Peer-to-peer payments,852682,2946283349.0
mizoram,2024,1,Merchant payments,537550,568411807.0
mizoram,2024,1,Recharge & bill payments,233738,109792002.0
mizoram,2024,1,Financial Services,1756,4788439.0
mizoram,2024,1,Others,1290,821133.0
mizoram,2024,4,Peer-to-peer payments,1220369,3439847971.0
mizoram,2024,4,Merchant payments,1199890,893916533.0
mizoram,2024,4,Recharge & bill payments,236274,120540465.0
mizoram,2024,4,Financial Services,44785,6012676.0
mizoram,2024,4,Others,1125,845277.0
madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
madhya-pradesh,2022,2,Others,713506,381178326.32090586
madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
madhya-pradesh,2022,3,Others,750665,442608716.71893203
madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
madhya-pradesh,2022,1,Others,909453,495513514.75128734
madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
madhya-pradesh,2022,4,Others,785003,521508120.7286146
madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
madhya-pradesh,2020,2,Others,215376,104956802.17437972
madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
madhya-pradesh,2020,3,Others,316321,144259293.31583393
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793
madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
madhya-pradesh,2020,1,Others,351379,170790656.30339786
madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
madhya-pradesh,2020,4,Others,487537,264996097.6059612
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
madhya-pradesh,2021,2,Others,526333,317753606.01156956
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
madhya-pradesh,2021,3,Others,742972,408508699.4365407
madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
madhya-pradesh,2021,1,Others,445569,274786748.1299523
madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
madhya-pradesh,2021,4,Others,996331,568617375.5894115
madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
madhya-pradesh,2023,2,Financial Services,248905,289207465.0
madhya-pradesh,2023,2,Others,579296,375754606.0
madhya-pradesh,2023,3,Merchant payments,567760229,255858070965.0
madhya-pradesh,2023,3,Peer-to-peer payments,333209928,929775417818.0
madhya-pradesh,2023,3,Recharge & bill payments,76997837,51434802126.0
madhya-pradesh,2023,3,Financial Services,318662,408838885.0
madhya-pradesh,2023,3,Others,525937,344868455.0
madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
madhya-pradesh,2023,1,Financial Services,226835,236606773.0
madhya-pradesh,2023,1,Others,618522,393634973.0
madhya-pradesh,2023,4,Merchant payments,648920525,304240605817.0
madhya-pradesh,2023,4,Peer-to-peer payments,373769167,1063381622538.0
madhya-pradesh,2023,4,Recharge & bill payments,78674422,58049633385.0
madhya-pradesh,2023,4,Financial Services,394962,494411136.0
madhya-pradesh,2023,4,Others,535537,336607811.0
madhya-pradesh,2024,2,Merchant payments,876486253,396252287691.0
madhya-pradesh,2024,2,Peer-to-peer payments,462570675,1314542897421.0
madhya-pradesh,2024,2,Recharge & bill payments,95424865,67725929808.0
madhya-pradesh,2024,2,Financial Services,480050,758501127.0
madhya-pradesh,2024,2,Others,510214,400330580.0
madhya-pradesh,2024,3,Merchant payments,948087778,409029113947.0
madhya-pradesh,2024,3,Peer-to-peer payments,497526836,1279502846189.0
madhya-pradesh,2024,3,Recharge & bill payments,91085397,71189674865.0
madhya-pradesh,2024,3,Financial Services,607134,979041970.0
madhya-pradesh,2024,3,Others,431312,381789560.0
madhya-pradesh,2024,1,Merchant payments,760567063,350364865596.0
madhya-pradesh,2024,1,Peer-to-peer payments,434322438,1209747808360.0
madhya-pradesh,2024,1,Recharge & bill payments,90377724,64385288241.0
madhya-pradesh,2024,1,Financial Services,392922,591281376.0
madhya-pradesh,2024,1,Others,496467,330986291.0
madhya-pradesh,2024,4,Merchant payments,1049208528,472351463536.0
madhya-pradesh,2024,4,Peer-to-peer payments,545405608,1455644524190.0
madhya-pradesh,2024,4,Recharge & bill payments,88543631,73837534565.0
madhya-pradesh,2024,4,Financial Services,1823754,1042853205.0
madhya-pradesh,2024,4,Others,420314,428693349.0
goa,2022,2,Merchant payments,7812998,5736211013.6866455
goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
goa,2022,2,Financial Services,10666,13192736.02810038
goa,2022,2,Others,15071,12525197.296362752
goa,2022,3,Merchant payments,7595135,5112175255.359402
goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
goa,2022,3,Financial Services,9992,12650738.420843877
goa,2022,3,Others,11683,11368868.03761505
goa,2022,1,Merchant payments,6364271,4682000388.389215
goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
goa,2022,1,Financial Services,11677,17490493.19245399
goa,2022,1,Others,20699,20720407.595174044
goa,2022,4,Merchant payments,10319138,6739205748.43176
goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
goa,2022,4,Financial Services,12147,15705663.126967767
goa,2022,4,Others,13151,13978544.178016864
goa,2020,2,Recharge & bill payments,758617,241196540.9379891
goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
goa,2020,2,Merchant payments,221358,168591711.94693565
goa,2020,2,Financial Services,3081,3328361.317987765
goa,2020,2,Others,5710,3775927.611346662
goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
goa,2020,3,Recharge & bill payments,696770,280187505.0339355
goa,2020,3,Merchant payments,446880,353193881.4783259
goa,2020,3,Financial Services,4985,6418950.466847964
goa,2020,3,Others,7545,5112530.621144422
goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
goa,2020,1,Recharge & bill payments,678079,244739382.20701858
goa,2020,1,Merchant payments,373110,298421548.1046571
goa,2020,1,Financial Services,1762,1816477.5692472362
goa,2020,1,Others,11088,13707055.389155574
goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
goa,2020,4,Merchant payments,1389834,1123844212.5171819
goa,2020,4,Recharge & bill payments,839199,345088772.3784919
goa,2020,4,Financial Services,7287,10386560.386677971
goa,2020,4,Others,14810,12846789.254236266
